3.4659366368553973E-10	0.20876471660943974	35.69014894622637	72.58949185855764	87.23746905716449	1.938598421726696E-10	2.060815067634423	0.03284478682664971	0.0054253977726811745	78.8673738998755	64.83693967879776	0.005415641420905427	0.02873972070705974	0.012144572885392571	0.07805125950688013	0.9501361118884326	0.9788737934911349	1.0013771286644315	7.122279916043318	9.833346059684386	9.701013793014976E-6	0.9794736892471113	0.07859690176137912	3.15043058804323E-9	9.786240620881903	3.916485764194175	0.9227705487976494	0.9726228799085865	0.0027349010384306767	0.0013674504298315472	0.0013674505498088001	0.33462263488548016	6.000947948486699E-10	1.0410875164678012E-6	6.726667908611065E-10	0.05472503104874704	2.393832805435908E-10	2.0174520697316803E-8	3.178200833263385E-10	0.9712523635668541	0.027362546923817954	0.027371214623267054	4.67050845603051E-10	3.4210581508957605E-10	1.7119609185257597E-10	3.0662873084195455E-6	1.2805009538232246E-10	4.904537418551844E-10	0.921403098462007	2.524620758600654E-10	0.027362497498480326	4.8806566804610496E-5	5.549698505840457E-5	1.34931015573662E-10	1.4787837175949173E-10	3.256413211249516E-10	1.5201645591766227E-10	1.6405626408104707E-10	4.3743768282887756E-10	3.6549479808917104E-10	4.757829091003568E-10	3.3140851189071466E-9	1.081542098416121E-10
1.5718321170057548E-14	1.4300826637731208	40.82820609938454	55.587807764218255	92.74062290687894	1.6641778645157333E-14	1.2826809047172634	0.41201119984958584	0.35676750946502905	61.28353575710774	43.26166123504783	0.35590819276077285	0.3948743204981589	1.0510970113497746	1.0051506220671045	0.8705600243861278	1.265548396891344	1.005563839369953	7.661491678964447	9.646379519536795	2.4278754180500423E-5	0.6386331968258432	0.5234549789500292	7.497174065567296E-11	8.896949999607287	2.8268087860278044	0.4820875433608109	0.6106560624355989	0.011085044621670646	0.005542522310846627	0.005542522310835807	2.0553422096422183	4.0904709550919415E-13	1.1405246484970772E-4	4.094149847481141E-13	0.776944962970552	9.232203372115777E-15	4.621549806876643E-10	1.513401238812757E-14	0.6051135401247592	0.38847248239859655	0.38921774526474495	2.7486753990757976E-14	1.8962472516103225E-14	3.0678323285291907E-14	5.774919403879145E-15	2.046151764856015E-14	4.5304585669096604E-15	0.47654502104997937	2.1663308901183496E-14	0.38847248102533766	6.417168340753902E-5	6.507118156052443E-5	3.455781003573E-15	3.496839640952699E-14	5.970104064777334E-15	5.73583740465219E-15	1.356381077742306E-14	1.0790495636040423E-14	1.5682322583149746E-14	3.4988789782868828E-15	7.497098470601525E-11	1.976575445447972E-14
3.1019812637886624E-18	1.5108198149662035	38.03330018359924	38.85237981545634	96.61884001744895	4.638341014414099E-18	0.3160621960824978	0.7510745160732667	0.3520498338941185	45.12470313246977	23.53565279381321	0.34887644154792974	0.7442889230594589	1.0428799099848542	1.8737810383667348	0.9967707244348728	1.7415771117226564	1.0011877158843612	6.9385769908352195	8.849319792187211	1.1176643554210232E-4	0.2643566011444482	0.744344806277313	1.2432400927610532E-17	8.16421841412318	1.7719280218534488	0.2569049986089975	0.2569049986089975	0.0024996097726233124	0.0012498048863116605	0.001249804886311661	3.096887645842666	3.003125518890359E-13	5.174642251647428E-4	2.999649660505201E-13	1.4797314516541253	2.7914022204764077E-18	1.2917729283067166E-12	1.5341928782498094E-17	0.25565519372268586	0.7398657258292081	0.7425216539488959	7.711682564943001E-16	6.504148497057448E-18	5.6914261350608186E-18	2.1283006417473976E-19	6.22715459619774E-18	7.839166275785614E-18	0.25565519372268586	8.615272802810334E-20	0.7398657258258753	3.2518523682458254E-4	3.3535384517300535E-4	2.726421764162746E-18	7.072888613254964E-18	1.1657034896090805E-16	1.6333315347760044E-18	1.0346328549988089E-17	1.29929234118702E-16	8.952622251692227E-18	3.9223958269068E-18	4.984210131340088E-18	7.57888018337968E-16
7.296022615371838E-17	1.1875779218148028	36.18316006097178	30.724982503837825	102.13620531458642	1.04383495627997E-16	0.00530089352028233	1.5736000568414064	0.6033609401052392	35.9310194976962	12.3642310446256	0.6031073992539363	0.9970258932375139	1.8092920051633845	2.3876154116716135	0.9997454313360419	1.996820773334605	0.9996092001591868	9.513527073439844	11.125505748764535	2.05559445055956E-6	0.003135445076285169	0.9970269210348267	9.445956983369231E-17	6.595236467457063	1.0092287329971315	0.0029831431538925963	0.002983143164646194	2.0128398949683898E-5	1.0064199474832052E-5	1.0064199474984232E-5	3.9821929242257124	9.06770715938212E-13	4.9448761163211024E-5	9.028599186056818E-13	1.9935245763756897	1.3890142621600045E-16	6.807069665718291E-12	2.577138980010346E-17	0.002973078965171394	0.9967622881959977	0.9969663802743902	4.1908025230220777E-16	2.0486244997761927E-16	1.0684543693400515E-17	2.9590672345690154E-17	1.9068181842307695E-16	1.3111055274182442E-16	0.0029730789544178847	5.3387331763147193E-17	0.9967622881821493	5.5929878617499515E-6	5.688321293639911E-6	6.830588730733835E-17	7.013968801062589E-17	1.1886994137288573E-16	1.1171275764250257E-17	1.4124148752474423E-16	1.390002792796928E-15	2.647917418153912E-18	1.5647135170435502E-16	8.68888266793877E-17	3.4235544176100717E-16
1.7922053687748712E-18	0.48412125390615435	43.312683188005074	43.41999729072038	113.21977228386771	5.545234640703212E-18	2.2947840154568296E-4	1.000163569359206	3.216671439423447E-4	26.459676437994148	8.492895512981105	2.3179515514008234E-4	0.16149226107023495	6.953857517288339E-4	2.160800054102457	0.16153648021751632	0.3232050554270218	0.9999516013113755	16.899928541106988	10.356148654709571	1.6767536889464167	8.383898495074204	0.9998659071990641	5.463592284162936E-18	1.4537249548164572	0.16215708519009486	1.3409113962047222E-4	1.3409294408913124E-4	7.771165426455556E-18	3.8833940087128565E-18	5.192399136167878E-18	0.8542206624859725	6.715908011656373E-13	1.983000705841801E-5	6.712075795440805E-13	0.32280497803108643	1.9929514365084932E-7	1.9958544914299378E-7	4.188584970029306E-18	1.340929440891332E-4	0.16140238994751088	0.1614724310615323	4.07699573792182E-6	2.863086108676122E-10	1.4315431032109625E-10	4.45344805727609E-18	4.8910960958863286E-18	1.8448195377587364E-18	1.3409113962046897E-4	8.786790193470888E-19	0.16140510707505384	3.248520402332724E-7	3.6561529987250943E-7	1.4872642689080095E-19	6.068130592058552E-18	1.1524618553872055E-16	1.0569743569528838E-18	2.8910440923225807E-18	1.3203605601195885E-16	2.0124246553576424E-18	8.182737992312047E-18	2.95725098217517E-18	7.889165028783594E-16
7.679446185049275E-17	2.855754512144123	45.44848898677596	21.633947608269438	99.60319022331991	1.3572227097448772E-16	5.433937246332177E-4	1.0045552372176725	0.05474870968175638	33.903122708948345	11.068511577728213	0.05246760449809801	0.9989455427542362	0.15740281356260433	1.2684248113740653	0.15860993292469172	1.2306169427869966	0.9923400657961983	4.428691716861753	3.9042978448408103	0.004409639741914904	0.0032283348652549296	0.9996824472226713	1.4423829879507498E-16	8.794092267995826	1.0036567423839113	3.1755283677719227E-4	3.175528454357683E-4	2.6572068493650168E-11	1.3286132111377844E-11	1.3286213451119302E-11	3.949290077062105	1.4498215044859522E-13	5.10467166159254E-4	1.4168635291603975E-13	1.9934358305195443	1.069551885704784E-4	1.0695529752319537E-4	2.714881658916861E-16	3.175528314128494E-4	0.9966644378832861	0.9984350755748079	0.001889844645332657	1.0816834007865619E-10	5.40842110225882E-11	7.370486990260599E-13	1.052275879225764E-16	7.369007528286231E-13	3.175528234911668E-4	1.4757065364678586E-16	0.15955227653141957	1.1687068147827471E-8	1.3219536085097793E-8	3.012613814492229E-16	1.9110555261981325E-16	1.3360326418398822E-16	1.3611046418531748E-16	3.4002487195696853E-16	1.3216389505284967E-15	8.619614824295177E-17	3.655535702080698E-17	2.48109251782145E-16	2.8520110894560396E-16
4.834859033167509E-23	2.9742711681880523	50.79628550692997	29.941753161650826	103.90472880841526	3.343443124047069E-23	3.456061058008307E-5	1.005353583194725	0.01314021729710764	33.78545566086745	10.956465706675058	0.012289103844352195	0.9992232898441488	0.03685804457095024	2.9872693221192907	0.9979412056883542	2.084470631527162	0.9934470760872722	6.026937812117716	7.083230928263893	0.005278697834725156	0.0034369230987434003	0.999982046374879	1.0009137456968787E-22	8.95772229137931	1.0048035977581071	1.7985901849326756E-5	1.8827084995570303E-5	1.05037596685986E-7	5.251879834299305E-8	5.251879834299305E-8	6.758945847135359	6.171561332836854E-16	5.777671718829704E-4	6.169178309164424E-16	1.9967419904650476	3.81565417597437E-6	3.815656299178062E-6	3.567141240273351E-23	1.877456584730561E-5	0.9983705854011922	0.9986454701534717	0.0022622990674758987	2.116907792034343E-12	1.058453896094306E-12	3.4992170083681614E-13	7.398436669494653E-23	3.4992170075720747E-13	1.7933383050983774E-5	8.862048566974904E-23	0.9994314191752608	4.197786460264099E-11	4.713279601894684E-11	3.9578183105682605E-23	4.137861026560695E-23	1.0595478663167603E-22	7.25758115184598E-23	3.1110962982121564E-23	7.628912279959715E-20	8.290304698099184E-23	1.1030076667570312E-22	1.2940042745410301E-23	2.913542001140044E-20
3.165158439099564E-12	2.9383296216619526	50.820018762640736	29.2313268818496	102.87628683783538	3.969787016165342E-12	2.417687430254131E-6	1.0200655189211634	0.0486535751878443	30.989105818337272	10.18687254369721	0.06926212453834421	0.9899568858513386	0.14037403780409533	2.955867921763694	0.9880960962157265	3.1253053150995136	0.9158846861520821	6.0622522797727925	7.762117038260593	0.06847739769557566	0.03299684235827098	0.9998403199322065	3.4658269727388374E-12	8.85826002968755	1.0071448382767192	1.439827803668286E-6	1.4398302505562995E-6	7.207304838744858E-8	3.6041146752532696E-8	3.604172173918883E-8	6.143574802611187	6.089958799470201E-12	0.0017313146211744767	4.5847062731393966E-12	1.9761893137956332	8.020248698689999E-13	4.76870962250604E-10	5.531693397999705E-12	1.4037928569261267E-6	0.9990136124036135	0.9882255352065353	0.029296963696469183	4.5597209333161626E-10	2.289449281538515E-10	1.6616483313303189E-12	1.024561181348179E-12	2.8423629814674454E-12	1.4037941861906454E-6	3.521760124350076E-12	1.0076259655578248	6.108399443741122E-10	3.1344906572793534E-10	3.9689812416773643E-13	1.4839873288809898E-12	5.565549129540708E-12	1.8401546776676965E-12	4.7426701299983056E-12	4.430837619959781E-12	4.191846426553914E-12	3.2941597241494146E-13	4.585742002085735E-12	2.712919758836658E-12
1.3718840550991344E-18	2.282850826145716	54.17542371131125	36.2942389078626	96.77968088572977	7.53996630691767E-19	5.512944634798934E-5	7.805778118784969	0.2578788589287581	23.322315509148012	8.018632154177613	14.215671279348685	0.7794117004521051	0.7355423331643457	2.2481394071849388	0.7437749756858156	30.132783595196678	0.9749246810019316	5.314673663314075	35.55092774550368	0.8903299352078943	0.40618490458858797	0.9065968304342154	1.2759685376032255E-18	6.877383951863667	0.9017427044759239	3.745331562027789E-5	3.7590896794390915E-5	2.0802160229737656E-5	1.0401080114868784E-5	1.040108011486914E-5	3.6702602916829306	1.1737740007517994E-12	0.012262688972380975	1.1695109605213582E-12	1.5334272836920113	5.024161182484731E-20	3.4120065154579994E-8	1.4884618935230732E-18	2.705223550540985E-5	7.654184015848213	0.7671386104280247	0.38156994153621737	3.390181499334081E-8	1.6950907496283808E-8	1.3758117411488897E-7	1.3049874267049607E-18	1.3758117411385972E-7	2.705223550540975E-5	1.3547535270917756E-18	0.9981185602977609	3.302073845766891E-8	1.6886466402863686E-8	7.606348907682503E-19	2.259178491320925E-19	1.514126299053149E-18	1.4028450611807072E-18	1.2923550048812326E-18	3.552629760390877E-20	2.1456376875469275E-21	9.167550891415142E-19	1.4016803099589146E-18	3.1446051321808757E-19
4.479911140472153E-18	0.15438506061019064	70.37994276461254	68.38574469467643	72.39367992620843	4.141407491707399E-18	2.4186866667762256E-7	61.04596240964972	0.00245054586327665	2.0660988411393983	0.6919890382075207	123.75309105475282	0.05390720810212429	0.004955163167412541	0.15767353209156676	0.05310854162759271	130.04439645884082	0.20089911110087066	0.33924378718287396	188.77066599638545	0.37648695940914	0.16292367606000568	0.10770365550592509	7.771284336379818E-19	0.47138517263247426	0.06176618080801555	1.6762460789051983E-7	1.7391103661607877E-7	8.46807056207364E-8	4.234035281473002E-8	4.234035281365307E-8	0.20899080932095027	1.23919540592694E-13	7.858681930359044E-4	1.235582252390117E-13	0.10622937324834247	1.260665903883019E-5	1.2606662224478495E-5	2.023131804389296E-18	1.2528425507813852E-7	61.03246603087163	0.05312129756771855	0.16135155402116008	8.963461775994358E-18	5.844506893020882E-18	6.286428729726995E-9	3.348590220122554E-18	6.28642873123036E-9	1.2528425507797324E-7	1.7049407546261598E-18	0.16067608597223138	1.0515671849768258E-10	1.0595109589214908E-10	2.0646291056247053E-18	3.591938925455182E-18	2.9042795667636904E-18	1.5139362370599407E-18	1.8194900091086214E-18	1.5479925164745245E-18	2.487105101096716E-18	3.968267906132511E-18	2.0278938411710716E-18	4.451024931049237E-18
